coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
P30CA021765,1283327,Sublocalization of the chromosome 5 breakpoint of the 3;5 translocation in myelodysplastic syndromes and acute myeloid leukemia.,S W Morris; J T Foust; M B Valentine; W M Roberts; D N Shapiro; A T Look,1992-11-01,14.0,0.29,Published before 2000
P30CA006927,1283368,Repopulation of SCID mice with fetal-derived B-lineage cells.,R R Hardy; S A Shinton; K Hayakawa,1992-01-01,2.0,0.03,Published before 2000
P30CA006927,1286849,The role of patient education in cancer pain control.,B K Rimer; P Kedziera; M H Levy,1992-01-01,6.0,0.23,Published before 2000
P30CA012197,1287884,Inhibition of platelet adhesion to fibrin(ogen) in flowing whole blood by Arg-Gly-Asp and fibrinogen gamma-chain carboxy terminal peptides.,R R Hantgan; S C Endenburg; I Cavero; G Marguerie; A Uzan; J J Sixma; P G de Groot,1992-12-07,47.0,1.28,Published before 2000
P30CA021765,1289869,Pediatric pharmacokinetics and therapeutic drug monitoring.,H L McLeod; W E Evans,1992-11-01,7.0,0.36,Published before 2000
P30CA016672,1290701,Accelerated fractionation using the concomitant boost: a contribution of radiobiology to radiotherapy.,L J Peters,1992-01-01,10.0,0.36,Published before 2000
P30CA016672,1290726,Frozen-thawed human blood monocytes respond reproducibly to activation stimuli: implications for screening of BRMs.,T Utsugi; D Brown; A Nii; I J Fidler,1992-01-01,4.0,0.13,Published before 2000
P30CA006927,1292008,Molecular characterization of the p(un) allele of the mouse pink-eyed dilution locus.,M H Brilliant; Y Gondo,1992-11-01,7.0,0.17,Published before 2000
P30CA016058,1292629,Human B cell lines express the interferon gamma gene.,M A Dayton; T J Knobloch; D Benjamin,1992-11-01,26.0,0.58,Published before 2000
P30CA016672,1292756,Sequential therapy with chemotherapeutic drugs and liposome-encapsulated muramyl tripeptide: determination of potential interactions between these agents.,J J Killion; E S Kleinerman; M R Wilson; M Tanaka; I J Fidler,1992-01-01,17.0,0.63,Published before 2000
P30CA016058,1293081,Evaluation of an automated method of percent reactive antibody determination.,M J Heller; P W Adams; C G Orosz,1992-11-01,0.0,0.0,Published before 2000
P30CA043703,1293668,Using toxicity grades in the design and analysis of cancer phase I clinical trials.,N H Gordon; J K Willson,1992-12-01,25.0,0.89,Published before 2000
P30CA016672,1295318,Clinical evaluation of glutaraldehyde-treated canine erythrocytes in normal dogs.,W C Satterfield; C M Matherne; M S Clarke; J R DeLoach,1992-01-01,0.0,0.0,Published before 2000
P30CA016056,1299378,Folate-binding protein mRNA is decreased in methotrexate-resistant KB cells.,C T Hsueh; B J Dolnick,1992-01-01,6.0,0.15,Published before 2000
P30CA033572,1299470,Measurement of quality of life in bone marrow transplantation survivors.,M Grant; B Ferrell; G M Schmidt; P Fonbuena; J C Niland; S J Forman,1992-12-01,49.0,2.32,Published before 2000
P30CA023074,1300623,Reasons related to adherence in community-based field studies.,J R Atwood; J Haase; S Rees-McGee; G Blackwell; L Giordano; D Earnest; D Alberts; E Sheehan; J Benedict; M Aickin,1992-06-01,18.0,0.98,Published before 2000
P30CA016042,1302553,Joseph W. Cullen Memorial Award Lecture. Paving the road from basic research to policy: cigarette smoking as a prototype issue for cancer control science.,E R Gritz,1992-01-01,5.0,0.19,Published before 2000
P30CA036727,1302557,N-nitrosoproline excretion by rural Nebraskans drinking water of varied nitrate content.,S S Mirvish; A C Grandjean; H Moller; S Fike; T Maynard; L Jones; S Rosinsky; G Nie,1992-01-01,46.0,2.07,Published before 2000
P30CA016042,1306100,The new cancer prevention and control.,E R Gritz; T E Moon,1992-01-01,9.0,0.38,Published before 2000
P30CA021765,1306884,Use of GM-CSF in children after high-dose chemotherapy.,W L Furman; D Fairclough; A M Cain; B A Arnold; C B Pratt; W H Meyer; W M Crist,1992-01-01,11.0,0.37,Published before 2000
P30CA046934,1309227,Neuropeptide signal transduction in lung cancer: clinical implications of bradykinin sensitivity and overall heterogeneity.,P A Bunn; D Chan; D G Dienhart; R Tolley; M Tagawa; P B Jewett,1992-01-01,60.0,1.63,Published before 2000
P01CA022443,1309258,EBNA1 can link the enhancer element to the initiator element of the Epstein-Barr virus plasmid origin of DNA replication.,T Middleton; B Sugden,1992-01-01,90.0,1.73,Published before 2000
P30CA021765,1309259,Host cell and EBNA-2 regulation of Epstein-Barr virus latent-cycle promoter activity in B lymphocytes.,C M Rooney; M Brimmell; M Buschle; G Allan; P J Farrell; J L Kolman,1992-01-01,47.0,0.88,Published before 2000
P30CA016672,1309591,The basic region of myogenin cooperates with two transcription activation domains to induce muscle-specific transcription.,J J Schwarz; T Chakraborty; J Martin; J M Zhou; E N Olson,1992-01-01,95.0,1.81,Published before 2000
P30CA013148,1309767,Metal ions cause the isomerization of certain intramolecular triplexes.,S M Kang; F Wohlrab; R D Wells,1992-01-15,28.0,0.55,Published before 2000
P30CA012197,1309787,Conversion of 1-O-alkyl-2-acyl-sn-glycero-3-phosphocholine to 1-O-alk-1'-enyl-2-acyl-sn-glycero-3-phosphoethanolamine. A novel pathway for the metabolism of ether-linked phosphoglycerides.,J C Strum; A Emilsson; R L Wykle; L W Daniel,1992-01-25,18.0,0.55,Published before 2000
P30CA043703,1309888,Simian virus 40 large T-antigen expression decreases the G1 and increases the G2 + M cell cycle phase durations in exponentially growing cells.,T L Sladek; J W Jacobberger,1992-02-01,39.0,0.9,Published before 2000
P30CA016672,1309903,v-mos proteins encoded by myeloproliferative sarcoma virus and its ts159 mutant.,B Singh; C Stocking; R Walker; Y D Yang; W Ostertag; R B Arlinghaus,1992-02-01,4.0,0.08,Published before 2000
P30CA013330,1309973,Stereochemistry of D-galactal and D-galacto-octenitol hydration by coffee bean alpha-galactosidase: insight into catalytic functioning of the enzyme.,W Weiser; J Lehmann; H Matsui; C F Brewer; E J Hehre,1992-02-01,7.0,0.25,Published before 2000
P30CA043703,1310544,Retrovirus insertion into herpesvirus in vitro and in vivo.,R Isfort; D Jones; R Kost; R Witter; H J Kung,1992-02-01,123.0,3.18,Published before 2000
P01CA022443,1310604,Propagation of SIV vectors by genetic complementation with a heterologous env gene.,T A Rizvi; A T Panganiban,1992-01-01,11.0,0.23,Published before 2000
P30CA013148,1310710,Developmental regulation of D beta reading frame and junctional diversity in T cell receptor-beta transcripts from human thymus.,J F George; H W Schroeder,1992-02-15,56.0,1.01,Published before 2000
P01CA022443,1310753,Unusually high frequency of reconstitution of long terminal repeats in U3-minus retrovirus vectors by DNA recombination or gene conversion.,P Olson; H M Temin; R Dornburg,1992-03-01,36.0,0.8,Published before 2000
P30CA013148,1310764,Functional interactions between the fusion protein and hemagglutinin-neuraminidase of human parainfluenza viruses.,X L Hu; R Ray; R W Compans,1992-03-01,199.0,5.25,Published before 2000
P30CA006927,1310781,Processing of avian retroviral gag polyprotein precursors is blocked by a mutation at the NC-PR cleavage site.,H Burstein; D Bizub; M Kotler; G Schatz; V M Vogt; A M Skalka,1992-03-01,27.0,0.62,Published before 2000
P30CA021765,1311084,Pax-2 is a DNA-binding protein expressed in embryonic kidney and Wilms tumor.,G R Dressler; E C Douglass,1992-02-15,361.0,7.09,Published before 2000
P30CA021765,1311303,coaA and rts are allelic and located at kilobase 3532 on the Escherichia coli physical map.,W J Song; S Jackowski,1992-03-01,16.0,0.52,Published before 2000
P30CA046934,1311309,"A purified S6 kinase kinase from Xenopus eggs activates S6 kinase II and autophosphorylates on serine, threonine, and tyrosine residues.",C B Barrett; E Erikson; J L Maller,1992-03-05,27.0,0.4,Published before 2000
P30CA021765,1311626,Carcinoembryonic antigen and carbohydrate 19-9 antigen as markers for colorectal carcinoma in children and adolescents.,C A Angel; C B Pratt; B N Rao; M J Schell; D M Parham; T E Lobe; I D Fleming,1992-03-15,18.0,0.67,Published before 2000
P30CA043703,1311752,Fluctuation of serum phenytoin concentrations during autologous bone marrow transplant for primary central nervous system tumors.,C Ghosh; H M Lazarus; J S Hewlett; R J Creger,1992-01-01,17.0,0.69,Published before 2000
P30CA021765,1312281,Expression of cDNA encoding the Sendai virus hemagglutinin-neuraminidase gene: characterization of wild-type and mutant gene products.,T Takahashi; K W Ryan; A Portner,1992-04-01,13.0,0.36,Published before 2000
P30CA046934,1312348,Heat shock alters the composition of heteromeric steroid receptor complexes and enhances receptor activity in vivo.,D P Edwards; P A Estes; V A Fadok; B J Bona; S Oñate; S K Nordeen; W J Welch,1992-03-10,57.0,1.33,Published before 2000
P30CA043703,1312584,High-dose carboplatin and etoposide with autologous bone marrow transplantation in refractory germ cell cancer: an Eastern Cooperative Oncology Group protocol.,C R Nichols; J Andersen; H M Lazarus; H Fisher; J Greer; E A Stadtmauer; P J Loehrer; D L Trump,1992-04-01,155.0,5.22,Published before 2000
P30CA021765,1313041,Tn9 CAT gene contains a promoter for vaccinia virus transcription: implications for reverse-genetic techniques.,K W Ryan,1992-01-01,4.0,0.09,Published before 2000
P30CA013330,1313583,Vesicular stomatitis virus antigenic octapeptide N52-59 is anchored into the groove of the H-2Kb molecule by the side chains of three amino acids and the main-chain atoms of the amino terminus.,K Shibata; M Imarai; G M van Bleek; S Joyce; S G Nathenson,1992-04-01,98.0,1.56,Published before 2000
P01CA022443,1313915,"Spleen necrosis virus, an avian immunosuppressive retrovirus, shares a receptor with the type D simian retroviruses.",V N Kewalramani; A T Panganiban; M Emerman,1992-05-01,54.0,1.18,Published before 2000
P30CA013330,1313969,Purification and characterization of an endo-exonuclease from adult flies of Drosophila melanogaster.,K Shuai; C K Das Gupta; R S Hawley; J W Chase; K L Stone; K R Williams,1992-03-25,13.0,0.38,Published before 2000
P30CA043703,1314025,Filaments of Lewy bodies contain insoluble cytoskeletal elements.,P G Galloway; P Mulvihill; G Perry,1992-04-01,99.0,2.4,Published before 2000
P30CA006927,1314134,Chromosome abnormalities in human non-small cell lung cancer.,J R Testa; J M Siegfried,1992-05-01,53.0,1.3,Published before 2000
P30CA014236,1314386,Transgenic indicator mice for studying activated retinoic acid receptors during development.,W Balkan; M Colbert; C Bock; E Linney,1992-04-15,145.0,3.07,Published before 2000
P30CA006927,1314645,Fast internal main-chain dynamics of human ubiquitin.,D M Schneider; M J Dellwo; A J Wand,1992-04-14,150.0,3.81,Published before 2000
P30CA006516,1314870,Altered histopathology in protein-deprived mice during Sendai virus pneumonia: evidence for delayed inflammatory response and recovery.,V Peña-Cruz; R T Bronson; C S Reiss; K McIntosh,1992-05-01,4.0,0.13,Published before 2000
P30CA006927,1314954,Residues critical for retroviral integrative recombination in a region that is highly conserved among retroviral/retrotransposon integrases and bacterial insertion sequence transposases.,J Kulkosky; K S Jones; R A Katz; J P Mack; A M Skalka,1992-05-01,503.0,11.15,Published before 2000
P30CA043703,1315048,Marek disease virus encodes a basic-leucine zipper gene resembling the fos/jun oncogenes that is highly expressed in lymphoblastoid tumors.,D Jones; L Lee; J L Liu; H J Kung; J K Tillotson,1992-05-01,209.0,4.85,Published before 2000
P30CA006927,1315077,Regulatory elements that control the lineage-specific expression of myoD.,D J Goldhamer; A Faerman; M Shani; C P Emerson,1992-04-24,137.0,2.33,Published before 2000
P30CA014236,1315212,Topical application of WR-2721 to prevent radiation-induced proctosigmoiditis. A phase I/II trial.,G S Montana; M S Anscher; C M Mansbach; N Daly; M Delannes; D Carke-Pearson; E F Gaydica,1992-06-01,44.0,1.61,Published before 2000
P30CA010815,1315281,Variation in EGF-induced EGF receptor downregulation in human hepatoma-derived cell lines expressing different amounts of EGF receptor.,A Gilligan; S Bushmeyer; B B Knowles,1992-06-01,8.0,0.21,Published before 2000
P30CA006927,1315698,Sequential activation of three myogenic regulatory genes during somite morphogenesis in quail embryos.,M E Pownall; C P Emerson,1992-05-01,198.0,3.71,Published before 2000
P30CA006927,1315755,Mutations that alter the activity of the Rous sarcoma virus protease.,B Grinde; C E Cameron; J Leis; I T Weber; A Wlodawer; H Burstein; D Bizub; A M Skalka,1992-05-15,42.0,1.09,Published before 2000
P30CA006927,1315756,Analysis of substrate interactions of the Rous sarcoma virus wild type and mutant proteases and human immunodeficiency virus-1 protease using a set of systematically altered peptide substrates.,B Grinde; C E Cameron; J Leis; I T Weber; A Wlodawer; H Burstein; A M Skalka,1992-05-15,51.0,1.33,Published before 2000
P30CA023108,1316086,Characterization of the ELSV transgenic mouse model of pancreatic carcinoma. Histologic type of large and small tumors.,S Glasner; V Memoli; D S Longnecker,1992-05-01,24.0,0.48,Published before 2000
P30CA043703,1316137,Cell surface antigens on human marrow-derived mesenchymal cells are detected by monoclonal antibodies.,S E Haynesworth; M A Baber; A I Caplan,1992-01-01,465.0,12.7,Published before 2000
P30CA023108,1316202,"The origins of DNA breaks: a consequence of DNA damage, DNA repair, or apoptosis?",A Eastman; M A Barry,1992-01-01,245.0,7.03,Published before 2000
P30CA016359,1316227,Development and characterization of a WEHI-3B D+ monomyelocytic leukemia cell line resistant to novobiocin and cross-resistant to other topoisomerase II-targeted drugs.,G Rappa; A Lorico; A C Sartorelli,1992-05-15,15.0,0.4,Published before 2000
P30CA036727,1316418,Pancreatic mixed ductal-islet tumors. Is this an entity?,J Permert; M Mogaki; A Andrén-Sandberg; K Kazakoff; P M Pour,1992-02-01,33.0,1.02,Published before 2000
P30CA046934,1316433,Establishment and characterization of a human primitive neuroectodermal tumor cell line from the cerebral hemisphere.,D Fults; C A Pedone; H G Morse; J W Rose; R D McKay,1992-05-01,44.0,1.03,Published before 2000
P30CA046934,1316549,"Effects of hormone and cellular modulators of protein phosphorylation on transcriptional activity, DNA binding, and phosphorylation of human progesterone receptors.",C A Beck; N L Weigel; D P Edwards,1992-04-01,126.0,2.73,Published before 2000
P30CA016672,1316670,Rapid in vivo induction of HIV-specific CD8+ cytotoxic T lymphocytes by a 15-amino acid unmodified free peptide from the immunodominant V3-loop of GP120.,K J Sastry; P N Nehete; S Venkatnarayanan; J Morkowski; C D Platsoucas; R B Arlinghaus,1992-06-01,42.0,0.89,Published before 2000
P30CA046592,1316922,"cDNA for Mo3, a monocyte activation antigen, encodes the human receptor for urokinase plasminogen activator.",H Y Min; R Semnani; I F Mizukami; K Watt; R F Todd; D Y Liu,1992-06-01,101.0,2.5,Published before 2000
P30CA036727,1317747,Early activation of the proto-oncogene c-fgr during Epstein-Barr virus immortalization.,M Okano; J R Davis; B Brichacek; N Yasuda; D T Purtilo,1992-05-30,3.0,0.07,Published before 2000
P30CA012197,1318397,Vesicular stomatitis virus matrix protein inhibits host cell-directed transcription of target genes in vivo.,B L Black; D S Lyles,1992-07-01,133.0,2.7,Published before 2000
P30CA021765,1318610,The P genes of human parainfluenza virus type 1 clinical isolates are polycistronic and microheterogeneous.,U F Power; K W Ryan; A Portner,1992-07-01,30.0,0.72,Published before 2000
P30CA021765,1318936,Retroviral super-antigens and T cells.,D L Woodland; M A Blackman,1992-01-01,11.0,0.19,Published before 2000
P30CA021765,1319075,"Pediatric musculoskeletal tumors: use of dynamic, contrast-enhanced MR imaging to monitor response to chemotherapy.",B D Fletcher; S L Hanna; D L Fairclough; S A Gronemeyer,1992-07-01,134.0,5.67,Published before 2000
P30CA016087,1319087,Strand-specific recognition of a synthetic DNA replication fork by the SV40 large tumor antigen.,D J SenGupta; J A Borowiec,1992-06-19,68.0,1.28,Published before 2000
P30CA006927,1319204,Role of CO2 in proton activation by histidine decarboxylase (pyruvoyl).,I A Rose; D J Kuo,1992-06-30,2.0,0.07,Published before 2000
P01CA022443,1319783,Multiple sequence elements are involved in RNA 3' end formation in spleen necrosis virus.,K Iwasaki; H M Temin,1992-01-01,6.0,0.09,Published before 2000
P30CA013696,1319825,Multiple biological markers in germ cell tumor patients treated with platinum-based chemotherapy.,F P Perera; R J Motzer; D Tang; E Reed; R Parker; D Warburton; P O'Neill; R Albertini; W L Bigbee; R H Jensen,1992-07-01,49.0,1.5,Published before 2000
P30CA023108,1320254,"Differential regulation of collagenase gene expression by retinoic acid receptors--alpha, beta and gamma.",L Pan; S H Chamberlain; D T Auble; C E Brinckerhoff,1992-06-25,44.0,1.03,Published before 2000
P30CA021765,1320465,Extent of gamma delta T cell involvement in the pneumonia caused by Sendai virus.,S Hou; J M Katz; P C Doherty; S R Carding,1992-08-01,39.0,0.75,Published before 2000
P30CA036727,1320711,Epstein-Barr virus-associated lymphoproliferative disorders.,D T Purtilo; R S Strobach; M Okano; J R Davis,1992-07-01,157.0,4.7,Published before 2000
P30CA021765,1320952,"A monoclonal antibody to a novel surface antigen, MKW, blocks the antiproliferative and differentiation effects of granulocyte-macrophagecolony-stimulating factor and vitamin D3.",M Koehler; R Goorha; G R Kitchingman; G D Ayers; J Mirro,1992-07-15,4.0,0.09,Published before 2000
P30CA043703,1321271,Transcriptional interaction between retroviral long terminal repeats (LTRs): mechanism of 5' LTR suppression and 3' LTR promoter activation of c-myc in avian B-cell lymphomas.,C F Boerkoel; H J Kung,1992-08-01,24.0,0.47,Published before 2000
P01CA022443,1321424,"Functional binding of the ""TATA"" box binding component of transcription factor TFIID to the -30 region of TATA-less promoters.",S R Wiley; R J Kraus; J E Mertz,1992-07-01,140.0,2.54,Published before 2000
P30CA046592,1321791,Assignment of the human CRABP-II gene to chromosome 1q21 by nonisotopic in situ hybridization.,J T Elder; A Aström; U Pettersson; J J Voorhees; J M Trent,1992-07-01,13.0,0.31,Published before 2000
P30CA021765,1321853,T cell receptor alpha-chain influences reactivity to Mls-1 in V beta 8.1 transgenic mice.,H P Smith; P Le; D L Woodland; M A Blackman,1992-08-01,96.0,1.67,Published before 2000
P30CA006927,1322172,Early steps in cytochrome c folding probed by time-resolved circular dichroism and fluorescence spectroscopy.,G A Elöve; A F Chaffotte; H Roder; M E Goldberg,1992-08-04,207.0,5.77,Published before 2000
P30CA021765,1322231,New drugs for infections in patients with cancer.,W T Hughes,1992-08-15,3.0,0.11,Published before 2000
P30CA021765,1322239,DNA topoisomerase II immunostaining in human leukemia and rhabdomyosarcoma cell lines and their responses to topoisomerase II inhibitors.,J S Wolverton; M K Danks; B Granzen; W T Beck,1992-08-01,33.0,0.94,Published before 2000
P30CA042014,1322590,Temperature-sensitive polioviruses containing mutations in RNA polymerase.,C C Burns; O C Richards; E Ehrenfeld,1992-08-01,21.0,0.49,Published before 2000
P30CA006927,1322601,Proteolysis in the maturation of avian retroviruses does not require calcium.,V M Vogt; H Burstein; A M Skalka,1992-08-01,3.0,0.06,Published before 2000
P30CA006927,1322888,Retroviral integrase functions as a multimer and can turn over catalytically.,K S Jones; J Coleman; G W Merkel; T M Laue; A M Skalka,1992-08-15,135.0,2.9,Published before 2000
P30CA042014,1322900,Metal thiolate coordination in the E7 proteins of human papilloma virus 16 and cottontail rabbit papilloma virus as expressed in Escherichia coli.,E J Roth; B Kurz; L Liang; C L Hansen; C T Dameron; D R Winge; D Smotkin,1992-08-15,19.0,0.52,Published before 2000
P30CA006927,1323115,A tobacco-specific N-nitrosamine or cigarette smoke condensate causes neoplastic transformation of xenotransplanted human bronchial epithelial cells.,A J Klein-Szanto; T Iizasa; S Momiki; I Garcia-Palazzo; J Caamano; R Metcalf; J Welsh; C C Harris,1992-08-01,111.0,2.49,Published before 2000
P30CA006927,1323118,Requirement for a conserved serine in both processing and joining activities of retroviral integrase.,R A Katz; J P Mack; G Merkel; J Kulkosky; Z Ge; J Leis; A M Skalka,1992-08-01,29.0,0.62,Published before 2000
P30CA023108,1323291,Endonuclease activation during apoptosis: the role of cytosolic Ca2+ and pH.,M A Barry; A Eastman,1992-07-31,184.0,4.51,Published before 2000
P30CA015704,1323614,Phase I-II trial of foscarnet for prevention of cytomegalovirus infection in autologous and allogeneic marrow transplant recipients.,P Reusser; J G Gambertoglio; K Lilleby; J D Meyers,1992-09-01,96.0,3.13,Published before 2000
P30CA042014,1323691,Polyprotein processing in cis and in trans by hepatitis A virus 3C protease cloned and expressed in Escherichia coli.,S A Harmon; W Updike; X Y Jia; D F Summers; E Ehrenfeld,1992-09-01,36.0,0.98,Published before 2000
P30CA016087,1323692,Inhibition of structural changes in the simian virus 40 core origin of replication by mutation of essential origin sequences.,J A Borowiec,1992-09-01,22.0,0.39,Published before 2000
P30CA012197,1323702,Sites of in vivo phosphorylation of vesicular stomatitis virus matrix protein.,P E Kaptur; B J McCreedy; D S Lyles,1992-09-01,13.0,0.29,Published before 2000
P30CA006973,1323840,Wild-type p53 is a cell cycle checkpoint determinant following irradiation.,S J Kuerbitz; B S Plunkett; W V Walsh; M B Kastan,1992-08-15,1993.0,45.06,Published before 2000
P30CA023108,1324278,Generation of anti-AKR/gross murine leukemia virus cytotoxic T lymphocytes (CTL). An analysis of precursor CTL frequencies in the AKR.H-2b and C57BL/6 mouse strains.,K W Wegmann; R F Rich; W R Green,1992-09-01,8.0,0.19,Published before 2000
P30CA013330,1324410,Substitutions in the hydrophobic core of the alpha-factor receptor of Saccharomyces cerevisiae permit response to Saccharomyces kluyveri alpha-factor and to antagonist.,L Marsh,1992-09-01,45.0,0.87,Published before 2000
P30CA016672,1324902,Extramammary Paget's disease of the perineal skin: role of radiotherapy.,P Besa; T A Rich; L Delclos; C L Edwards; D M Ota; J T Wharton,1992-01-01,90.0,4.62,Published before 2000
P30CA042014,1324924,Nucleotide binding by the poliovirus RNA polymerase.,O C Richards; P Yu; K L Neufeld; E Ehrenfeld,1992-08-25,19.0,0.47,Published before 2000
P30CA034196,1325193,Forestomach papillomas in flaky skin and steel-Dickie mutant mice.,J P Sundberg; G A Kenty; W G Beamer; D L Adkison,1992-07-01,11.0,0.33,Published before 2000
P30CA016058,1325212,Human B-cell interleukin-10: B-cell lines derived from patients with acquired immunodeficiency syndrome and Burkitt's lymphoma constitutively secrete large quantities of interleukin-10.,D Benjamin; T J Knobloch; M A Dayton,1992-09-01,247.0,5.45,Published before 2000
P30CA006516,1325556,The HIV-1 surface protein gp120 has no effect on transmembrane signal transduction in T cells.,R Kaufmann; D Laroche; K Buchner; F Hucho; C Rudd; C Lindschau; P Ludwig; A Höer; E Oberdisse; J Kopp,1992-01-01,17.0,0.33,Published before 2000
P30CA013330,1325697,Human papillomavirus type 13 and pygmy chimpanzee papillomavirus type 1: comparison of the genome organizations.,M Van Ranst; A Fuse; P Fiten; E Beuken; H Pfister; R D Burk; G Opdenakker,1992-10-01,50.0,1.49,Published before 2000
K12HD000849,1325845,"Changes in Na,K-ATPase gene expression during granulocytic differentiation of HL60 cells.",S K Chambers; M Gilmore-Hebert; B M Kacinski; E J Benz,1992-09-15,11.0,0.27,Published before 2000
P30CA016359,1325845,"Changes in Na,K-ATPase gene expression during granulocytic differentiation of HL60 cells.",S K Chambers; M Gilmore-Hebert; B M Kacinski; E J Benz,1992-09-15,11.0,0.27,Published before 2000
