coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
U10CA031946,3955555,Cisplatin in patients with gastric cancer: a Cancer and Leukemia Group B phase II study.,M C Perry;M R Green;R Mick;P Schein,1986-03-01,27.0,1.0,Published before 2000
R21CA114489,4087102,The role of surgery in localized neuroblastoma.,J A O'Neill;P Littman;P Blitzer;K Soper;J Chatten;H Shimada,1985-12-01,45.0,1.76,Published before 2000
U10CA031946,6488443,"Bisantrene (NSC 337766) (CL 216,942) in advanced breast cancer. A cancer and leukemia group B study.",A A Forastiere;M C Perry;A K Hughes;W C Wood,1984-01-01,2.0,0.13,Published before 2000
U10CA031946,7139643,Phase II trial of bisantrene in advanced colorectal cancer: a cancer and leukemia group B study.,M C Perry;A A Forastiere;F Richards;R B Weiss;D Anbar,1982-11-01,1.0,0.05,Published before 2000
P50CA092629,7474936,Transforming growth factor-beta 1: comparative immunohistochemical localization in human primary and metastatic prostate cancer.,J A Eastham;L D Truong;E Rogers;M Kattan;K C Flanders;P T Scardino;T C Thompson,1995-11-01,90.0,2.05,Published before 2000
P50CA062924,7479076,Isolation of YAC insert sequences by representational difference analysis.,M Schutte;L T da Costa;C A Moskaluk;E Rozenblum;X Guan;P J de Jong;M Bittner;P S Meltzer;J M Trent;S E Kern,1995-10-25,7.0,0.15,Published before 2000
P50CA092629,7495118,Is prostate-specific antigen density more useful than prostate-specific antigen levels in the diagnosis of prostate cancer?,M Ohori;J K Dunn;P T Scardino,1995-11-01,35.0,1.07,Published before 2000
U01CA062491,7497463,Cytokine induction by 41.8 degrees C whole body hyperthermia.,H I Robins;M Kutz;G J Wiedemann;D M Katschinski;D Paul;E Grosen;C L Tiggelaar;D Spriggs;W Gillis;F d'Oleire,1995-11-06,70.0,1.94,Published before 2000
P50CA062924,7513984,CD44 expression in colorectal adenomas is an early event occurring prior to K-ras and p53 gene mutation.,H Kim;X L Yang;C Rosada;S R Hamilton;J T August,1994-05-01,75.0,1.61,Published before 2000
P50CA092629,7514688,Prostate specific antigen and gleason grade: an immunohistochemical study of prostate cancer.,M Aihara;R M Lebovitz;T M Wheeler;B M Kinner;M Ohori;P T Scardino,1994-06-01,120.0,3.43,Published before 2000
P50CA092629,7516262,The New American Joint Committee on Cancer and International Union Against Cancer TNM classification of prostate cancer. Clinicopathologic correlations.,M Ohori;T M Wheeler;P T Scardino,1994-07-01,152.0,4.54,Published before 2000
P50CA092629,7520020,Frequency of apoptotic bodies positively correlates with Gleason grade in prostate cancer.,M Aihara;L D Truong;J K Dunn;T M Wheeler;P T Scardino;T C Thompson,1994-08-01,95.0,2.34,Published before 2000
P50CA092629,7523718,The pathological features and prognosis of prostate cancer detectable with current diagnostic tests.,M Ohori;T M Wheeler;J K Dunn;T A Stamey;P T Scardino,1994-11-01,197.0,7.11,Published before 2000
P50CA092629,7523732,Can radical prostatectomy alter the progression of poorly differentiated prostate cancer?,M Ohori;J R Goad;T M Wheeler;J A Eastham;T C Thompson;P T Scardino,1994-11-01,176.0,6.12,Published before 2000
P50CA092629,7526353,Fresh tissue harvest for research from prostatectomy specimens.,T M Wheeler;R M Lebovitz,1994-11-01,126.0,3.36,Published before 2000
P50CA092629,7529128,The frequency of apoptosis correlates with the prognosis of Gleason Grade 3 adenocarcinoma of the prostate.,M Aihara;P T Scardino;L D Truong;T M Wheeler;J R Goad;G Yang;T C Thompson,1995-01-15,93.0,2.46,Published before 2000
P50CA092629,7534850,Transgenic mice carrying a PSArasT24 hybrid gene develop salivary gland and gastrointestinal tract neoplasms.,D L Schaffner;R Barrios;M R Shaker;S Rajagopalan;S L Huang;D J Tindall;C Y Young;P A Overbeek;R M Lebovitz;M W Lieberman,1995-03-01,26.0,0.64,Published before 2000
P50CA092629,7534899,Loss of p53 function leads to metastasis in ras+myc-initiated mouse prostate cancer.,T C Thompson;S H Park;T L Timme;C Ren;J A Eastham;L A Donehower;A Bradley;D Kadmon;G Yang,1995-03-02,110.0,2.37,Published before 2000
P50CA092629,7538042,Screening for prostate cancer: an analysis of the early experience.,K M Slawin;M Ohori;O Dillioglugil;P T Scardino,1995-01-01,46.0,1.51,Published before 2000
P50CA092629,7538321,Progression to androgen insensitivity in a novel in vitro mouse model for prostate cancer.,P A Baley;K Yoshida;W Qian;I Sehgal;T C Thompson,1995-05-01,100.0,1.89,Published before 2000
P50CA092629,7541677,Mesenchymal-epithelial interactions and transforming growth factor-beta 1 expression during normal and abnormal prostatic growth.,T L Timme;L D Truong;K M Slawin;D Kadmon;S H Park;T C Thompson,1995-03-01,27.0,0.69,Published before 2000
P50CA062924,7550326,Monoallelic mutation analysis (MAMA) for identifying germline mutations.,N Papadopoulos;F S Leach;K W Kinzler;B Vogelstein,1995-09-01,53.0,1.05,Published before 2000
P50CA062924,7553631,An integrated high-resolution physical map of the DPC/BRCA2 region at chromosome 13q12.,M Schutte;E Rozenblum;C A Moskaluk;X Guan;A T Hoque;S A Hahn;L T da Costa;P J de Jong;S E Kern,1995-10-15,29.0,0.61,Published before 2000
P50CA062924,7553647,Allelotype of pancreatic adenocarcinoma using xenograft enrichment.,S A Hahn;A B Seymour;A T Hoque;M Schutte;L T da Costa;M S Redston;C Caldas;C L Weinstein;A Fischer;C J Yeo,1995-10-15,308.0,6.32,Published before 2000
P50CA058223,7559633,A kinase-deficient splice variant of the human JAK3 is expressed in hematopoietic and epithelial cancer cells.,K S Lai;Y Jin;D K Graham;B A Witthuhn;J N Ihle;E T Liu,1995-10-20,58.0,1.07,Published before 2000
P50CA092629,7563355,Prognostic significance of positive surgical margins in radical prostatectomy specimens.,M Ohori;T M Wheeler;M W Kattan;Y Goto;P T Scardino,1995-11-01,420.0,14.4,Published before 2000
P50CA062924,7573363,p53-independent expression of the cyclin-dependent kinase inhibitor p21 in pancreatic carcinoma.,J A DiGiuseppe;M S Redston;C J Yeo;S E Kern;R H Hruban,1995-10-01,134.0,2.69,Published before 2000
P50CA062924,7584997,Founding mutations and Alu-mediated recombination in hereditary colon cancer.,M Nyström-Lahti;P Kristo;N C Nicolaides;S Y Chang;L A Aaltonen;A L Moisio;H J Järvinen;J P Mecklin;K W Kinzler;B Vogelstein,1995-11-01,256.0,5.38,Published before 2000
P50CA062924,7585065,Genetic instability occurs in the majority of young patients with colorectal cancer.,B Liu;S M Farrington;G M Petersen;S R Hamilton;R Parsons;N Papadopoulos;T Fujiwara;J Jen;K W Kinzler;A H Wyllie;B Vogelstein;M G Dunlop,1995-04-01,327.0,7.04,Published before 2000
P50CA092629,7585563,In vivo gene therapy with p53 or p21 adenovirus for prostate cancer.,J A Eastham;S J Hall;I Sehgal;J Wang;T L Timme;G Yang;L Connell-Crowley;S J Elledge;W W Zhang;J W Harper,1995-11-15,204.0,4.32,Published before 2000
P50CA092629,7587393,Mapping segmental imbalances using comparative genomic hybridization and eigenanalysis.,B Haddad;R Antonacci;P Rizzu;E A Lindsay;M R Hughes;L C Smith;R D Knapp;A Baldini,1995-01-01,1.0,0.04,Published before 2000
P50CA062924,7597059,Identification by representational difference analysis of a homozygous deletion in pancreatic carcinoma that lies within the BRCA2 region.,M Schutte;L T da Costa;S A Hahn;C Moskaluk;A T Hoque;E Rozenblum;C L Weinstein;M Bittner;P S Meltzer;J M Trent,1995-06-20,151.0,3.0,Published before 2000
P50CA062924,7604266,Mutations of GTBP in genetically unstable cells.,N Papadopoulos;N C Nicolaides;B Liu;R Parsons;C Lengauer;F Palombo;A D'Arrigo;S Markowitz;J K Willson;K W Kinzler,1995-06-30,483.0,9.47,Published before 2000
P50CA092629,7609108,Pelvic lymph node histiocytosis mimicking metastatic prostatic adenocarcinoma: association with hip prostheses.,B L Bjornsson;L D Truong;J Cartwright;J Abrams;M L Rutledge;T M Wheeler,1995-08-01,11.0,0.48,Published before 2000
P50CA058223,7612897,Protein kinases in human breast cancer.,W G Cance;E T Liu,1995-07-01,55.0,1.12,Published before 2000
P50CA058223,7612898,Heterodimerization and functional interaction between EGF receptor family members: a new signaling paradigm with implications for breast cancer research.,H S Earp;T L Dawson;X Li;H Yu,1995-07-01,355.0,7.71,Published before 2000
P50CA058223,7612902,With a different voice: integrating the psychosocial perspective into routine oncology care.,M Sorensen;E T Liu,1995-07-01,7.0,0.32,Published before 2000
P50CA058223,7612903,Accrual to the Breast Cancer Prevention Trial by participating Community Clinical Oncology Programs: a panel data analysis.,C N Klabunde;A D Kaluzny,1995-07-01,3.0,0.11,Published before 2000
P50CA058223,7612904,The Carolina Breast Cancer Study: integrating population-based epidemiology and molecular biology.,B Newman;P G Moorman;R Millikan;B F Qaqish;J Geradts;T E Aldrich;E T Liu,1995-07-01,186.0,4.12,Published before 2000
P50CA058223,7612905,Rapid reporting of cancer incidence in a population-based study of breast cancer: one constructive use of a central cancer registry.,T E Aldrich;D Vann;P G Moorman;B Newman,1995-07-01,52.0,1.45,Published before 2000
P50CA058223,7612907,"The North Carolina Breast Cancer Screening Program: foundations and design of a model for reaching older, minority, rural women.",J A Earp;M Altpeter;L Mayne;C I Viadro;M S O'Malley,1995-07-01,53.0,2.29,Published before 2000
P50CA058223,7612910,Ha-ras rare alleles in breast cancer susceptibility.,K Conway;S Edmiston;D B Fried;B S Hulka;P A Garrett;E T Liu,1995-07-01,9.0,0.18,Published before 2000
P50CA058223,7629134,Both p16 and p21 families of cyclin-dependent kinase (CDK) inhibitors block the phosphorylation of cyclin-dependent kinases by the CDK-activating kinase.,O Aprelikova;Y Xiong;E T Liu,1995-08-04,192.0,3.39,Published before 2000
P50CA062924,7632227,Mismatch repair deficiency in phenotypically normal human cells.,R Parsons;G M Li;M Longley;P Modrich;B Liu;T Berk;S R Hamilton;K W Kinzler;B Vogelstein,1995-05-05,302.0,6.0,Published before 2000
P50CA092629,7641214,"High expression of adhesion molecules/activation markers with little interleukin-2, interferon gamma, and tumor necrosis factor beta gene activation in fresh tumor-infiltrating lymphocytes from lung adenocarcinoma.",E Roussel;M C Gingras;E A Grimm;J A Roth,1995-07-01,24.0,0.51,Published before 2000
U01CA062502,7642472,O6-alkylguanine-DNA alkyltransferase. A target for the modulation of drug resistance.,S L Gerson;J K Willson,1995-04-01,55.0,1.45,Published before 2000
U01CA062505,7644931,Paclitaxel 3-hour infusion given alone and combined with carboplatin: preliminary results of dose-escalation trials.,F M Muggia;D Vafai;R Natale;V Israel;S Zaretsky;A McRae;M Rogers;S Jeffers,1995-08-01,32.0,1.11,Published before 2000
P50CA062924,7660250,Molecular genetics of exocrine pancreatic neoplasms.,S A Hahn;S E Kern,1995-10-01,53.0,1.1,Published before 2000
P50CA058223,7666086,p53 mutations in benign breast tissue.,R Millikan;B Hulka;A Thor;Y Zhang;S Edgerton;X Zhang;H Pei;M He;L Wold;L J Melton,1995-09-01,70.0,1.73,Published before 2000
U10CA031946,7683352,Effects of treatment with 5-azacytidine on the in vivo and in vitro hematopoiesis in patients with myelodysplastic syndromes.,L R Silverman;J F Holland;R S Weinberg;B P Alter;R B Davis;R R Ellison;E P Demakos;C J Cornell;R W Carey;C Schiffer,1993-05-01,170.0,3.8,Published before 2000
U10CA031946,7718875,A five-drug remission induction regimen with intensive consolidation for adults with acute lymphoblastic leukemia: cancer and leukemia group B study 8811.,R A Larson;R K Dodge;C P Burns;E J Lee;R M Stone;P Schulman;D Duggan;F R Davey;R E Sobol;S R Frankel,1995-04-15,448.0,11.24,Published before 2000
P50CA092629,7724580,Prostate cancer in a transgenic mouse.,N M Greenberg;F DeMayo;M J Finegold;D Medina;W D Tilley;J O Aspinall;G R Cunha;A A Donjacour;R J Matusik;J M Rosen,1995-04-11,1047.0,22.19,Published before 2000
P50CA062924,7726912,Frequent somatic mutations and homozygous deletions of the p16 (MTS1) gene in pancreatic adenocarcinoma.,C Caldas;S A Hahn;L T da Costa;M S Redston;M Schutte;A B Seymour;C L Weinstein;R H Hruban;C J Yeo;S E Kern,1994-09-01,1091.0,24.17,Published before 2000
P50CA062924,7757992,Consistent chromosome abnormalities in adenocarcinoma of the pancreas.,C A Griffin;R H Hruban;L A Morsberger;T Ellingham;P P Long;E M Jaffee;K M Hauda;S K Bohlander;C J Yeo,1995-06-01,107.0,2.5,Published before 2000
U10CA031946,7760868,Granulocyte-macrophage colony-stimulating factor after initial chemotherapy for elderly patients with primary acute myelogenous leukemia. Cancer and Leukemia Group B.,R M Stone;D T Berg;S L George;R K Dodge;P A Paciucci;P Schulman;E J Lee;J O Moore;B L Powell;C A Schiffer,1995-06-22,373.0,9.77,Published before 2000
P50CA062924,7796420,Topological control of p21WAF1/CIP1 expression in normal and neoplastic tissues.,W S el-Deiry;T Tokino;T Waldman;J D Oliner;V E Velculescu;M Burrell;D E Hill;E Healy;J L Rees;S R Hamilton,1995-07-01,585.0,11.93,Published before 2000
P50CA092629,7802135,Verumontanum mucosal gland hyperplasia.,R J Gagucas;R W Brown;T M Wheeler,1995-01-01,26.0,1.05,Published before 2000
P50CA092629,7818898,Rapid allelotype analysis of p53 knockout mice.,T L Timme;T C Thompson,1994-09-01,43.0,0.71,Published before 2000
P50CA092629,7823593,Apoptotic index as a biomarker in prostatic intraepithelial neoplasia (PIN) and prostate cancer.,T M Wheeler;E Rogers;M Aihara;P T Scardino;T C Thompson,1994-01-01,11.0,0.27,Published before 2000
P50CA092629,7829250,DNA ploidy and clonal selection in ras + myc-induced mouse prostate cancer.,D R Greene;S R Taylor;M Aihara;K Yoshida;S Egawa;S H Park;T L Timme;G Yang;P T Scardino;T C Thompson,1995-01-27,4.0,0.11,Published before 2000
P50CA092629,7835094,Eigenanalysis of DAPI-stained chromosomes: tools and strategies toward computer-assisted analysis of FISH experiments.,R D Knapp;L C Smith;A Baldini,1995-01-01,3.0,0.05,Published before 2000
U01CA062491,7882302,"Cytotoxic interactions of tumor necrosis factor, melphalan and 41.8 degrees C hyperthermia.",H I Robins;F d'Oleire;M Kutz;A Bird;C L Schmitt-Tiggelaar;J D Cohen;D R Spriggs,1995-02-10,16.0,0.54,Published before 2000
U10CA031946,7884434,Population pharmacodynamic study of amonafide: a Cancer and Leukemia Group B study.,M J Ratain;G Rosner;S L Allen;M Costanza;D A Van Echo;I C Henderson;R L Schilsky,1995-03-01,36.0,1.16,Published before 2000
R21CA099139,7896090,An implanted recombination hot spot stimulates recombination and enhances sister chromatid cohesion of heterologous YACs during yeast meiosis.,D D Sears;P Hieter;G Simchen,1994-12-01,18.0,0.35,Published before 2000
R33CA099139,7896090,An implanted recombination hot spot stimulates recombination and enhances sister chromatid cohesion of heterologous YACs during yeast meiosis.,D D Sears;P Hieter;G Simchen,1994-12-01,18.0,0.35,Published before 2000
U10CA031946,7908410,c-erbB-2 expression and response to adjuvant therapy in women with node-positive early breast cancer.,H B Muss;A D Thor;D A Berry;T Kute;E T Liu;F Koerner;C T Cirrincione;D R Budman;W C Wood;M Barcos,1994-05-05,904.0,22.79,Published before 2000
P50CA062924,7954428,Inactivation of both APC alleles in human and mouse tumors.,D B Levy;K J Smith;Y Beazer-Barclay;S R Hamilton;B Vogelstein;K W Kinzler,1994-11-15,231.0,4.74,Published before 2000
P50CA092629,7987828,Deletion of p16 and p15 genes in brain tumors.,J Jen;J W Harper;S H Bigner;D D Bigner;N Papadopoulos;S Markowitz;J K Willson;K W Kinzler;B Vogelstein,1994-12-15,479.0,9.88,Published before 2000
P50CA062924,8030745,Clinical and pathological characteristics of sporadic colorectal carcinomas with DNA replication errors in microsatellite sequences.,H Kim;J Jen;B Vogelstein;S R Hamilton,1994-07-01,737.0,16.01,Published before 2000
P50CA092629,8084836,DNA ploidy measurements in prostate cancer: differences between image analysis and flow cytometry and clinical implications.,A Pindur;S Chakraborty;D G Welch;T M Wheeler,1994-10-01,28.0,1.14,Published before 2000
P50CA058223,8105266,Expression of focal adhesion kinase gene and invasive cancer.,T M Weiner;E T Liu;R J Craven;W G Cance,1993-10-23,303.0,6.07,Published before 2000
U10CA031946,8154963,K-ras-2 topographic genotyping of pancreatic adenocarcinoma.,S D Finkelstein;R Przygodzki;V E Pricolo;R Sayegh;A Bakker;P A Swalsky;G Keller,1994-04-01,32.0,0.9,Published before 2000
P50CA092629,8158775,Some small prostate cancers are nondiploid by nuclear image analysis: correlation of deoxyribonucleic acid ploidy status and pathological features.,D R Greene;E Rogers;E C Wessels;T M Wheeler;S R Taylor;R A Santucci;T C Thompson;P T Scardino,1994-05-01,43.0,1.47,Published before 2000
P50CA092629,8170479,The rat probasin gene promoter directs hormonally and developmentally regulated expression of a heterologous gene specifically to the prostate in transgenic mice.,N M Greenberg;F J DeMayo;P C Sheppard;R Barrios;R Lebovitz;M Finegold;R Angelopoulou;J G Dodd;M L Duckworth;J M Rosen,1994-02-01,236.0,5.12,Published before 2000
U10CA031946,8187005,A feasibility study of extended chemotherapy for locally advanced non-small cell lung cancer: a phase II trial of cancer and leukemia group B.,G Clamon;J Herndon;W Eaton;J Rosenman;L H Maurer;M R Cooper;M R Green,1994-01-01,22.0,0.6,Published before 2000
P50CA062924,8187092,p53 mutations in pancreatic carcinoma and evidence of common involvement of homocopolymer tracts in DNA microdeletions.,M S Redston;C Caldas;A B Seymour;R H Hruban;L da Costa;C J Yeo;S E Kern,1994-06-01,398.0,8.63,Published before 2000
U10CA031946,8201372,"Cisplatin, vinblastine, and hydrazine sulfate in advanced, non-small-cell lung cancer: a randomized placebo-controlled, double-blind phase III study of the Cancer and Leukemia Group B.",M P Kosty;S B Fleishman;J E Herndon;K Coughlin;A B Kornblith;A Scalzo;J C Morris;J Mortimer;M R Green,1994-06-01,78.0,2.61,Published before 2000
P50CA058223,8208544,"Two novel human serine/threonine kinases with homologies to the cell cycle regulating Xenopus MO15, and NIMA kinases: cloning and characterization of their expression pattern.",E N Levedakou;M He;E W Baptist;R J Craven;W G Cance;P L Welcsh;A Simmons;S L Naylor;R J Leach;T B Lewis,1994-07-01,61.0,0.97,Published before 2000
U10CA031946,8229122,Effect of megestrol acetate on quality of life in a dose-response trial in women with advanced breast cancer. The Cancer and Leukemia Group B.,A B Kornblith;D R Hollis;E Zuckerman;A P Lyss;G P Canellos;M R Cooper;J E Herndon;C A Phillips;J Abrams;J Aisner,1993-11-01,65.0,2.2,Published before 2000
P50CA092629,8238732,The mechanisms and prognostic significance of seminal vesicle involvement by prostate cancer.,M Ohori;P T Scardino;S L Lapin;C Seale-Hawkins;J Link;T M Wheeler,1993-12-01,153.0,5.46,Published before 2000
U10CA031946,8246285,Cigarette smoking and risk of acute leukemia: associations with morphology and cytogenetic abnormalities in bone marrow.,D P Sandler;D L Shore;J R Anderson;F R Davey;D Arthur;R J Mayer;R T Silver;R B Weiss;J O Moore;C A Schiffer,1993-12-15,86.0,2.54,Published before 2000
U10CA031946,8250593,Acute leukemia and residential proximity to potential sources of environmental pollutants.,D L Shore;D P Sandler;F R Davey;O R McIntyre;C D Bloomfield,1993-01-01,16.0,0.68,Published before 2000
P50CA092629,8284886,Heterogeneity of prostate cancer in radical prostatectomy specimens.,M Aihara;T M Wheeler;M Ohori;P T Scardino,1994-01-01,156.0,4.03,Published before 2000
U54CA118638,8324489,Interactive effect of race and marital status in low birthweight.,J F Sung;G A McGrady;D L Rowley;C J Hogue;E Alema-Mensah;M L Lypson,1993-01-01,9.0,0.43,Published before 2000
U10CA031946,8381188,Interleukin-2 activity in patients with extensive small-cell lung cancer: a phase II trial of Cancer and Leukemia Group B.,G Clamon;J Herndon;M C Perry;H Ozer;H Kreisman;T Maher;J Ellerton;M R Green,1993-02-17,28.0,0.67,Published before 2000
P50CA092629,8402613,"Dietary fenretinide, a synthetic retinoid, decreases the tumor incidence and the tumor mass of ras+myc-induced carcinomas in the mouse prostate reconstitution model system.",K Slawin;D Kadmon;S H Park;P T Scardino;M Anzano;M B Sporn;T C Thompson,1993-10-01,75.0,2.12,Published before 2000
P50CA062924,8542572,Expression of the human mismatch repair gene hMSH2 in normal and neoplastic tissues.,F S Leach;K Polyak;M Burrell;K A Johnson;D Hill;M G Dunlop;A H Wyllie;P Peltomaki;A de la Chapelle;S R Hamilton;K W Kinzler;B Vogelstein,1996-01-15,151.0,3.37,Published before 2000
P50CA098252,8548765,Treatment of established tumors with a novel vaccine that enhances major histocompatibility class II presentation of tumor antigen.,K Y Lin;F G Guarnieri;K F Staveley-O'Carroll;H I Levitsky;J T August;D M Pardoll;T C Wu,1996-01-01,886.0,17.95,Published before 2000
P50CA062924,8548765,Treatment of established tumors with a novel vaccine that enhances major histocompatibility class II presentation of tumor antigen.,K Y Lin;F G Guarnieri;K F Staveley-O'Carroll;H I Levitsky;J T August;D M Pardoll;T C Wu,1996-01-01,886.0,17.95,Published before 2000
P50CA062924,8553070,"DPC4, a candidate tumor suppressor gene at human chromosome 18q21.1.",S A Hahn;M Schutte;A T Hoque;C A Moskaluk;L T da Costa;E Rozenblum;C L Weinstein;A Fischer;C J Yeo;R H Hruban;S E Kern,1996-01-19,2070.0,43.89,Published before 2000
U01CA062461,8558210,Design and results of phase I cancer clinical trials: three-year experience at M.D. Anderson Cancer Center.,T L Smith;J J Lee;H M Kantarjian;S S Legha;M N Raber,1996-01-01,64.0,1.82,Published before 2000
