project_id,project_title,abstract_text,project_start_date,project_end_date,opportunity_number,api_source_search,org_name,org_city,org_state,org_country,program.program_id
R01CA237405,Polymerase-mediated ultramutagenesis and carcinogenesis in mice,"PROJECT SUMMARY/ABSTRACT Genetically-engineered mouse models (GEMMs) are essential tools for the study of cancer. However, there is growing concern that GEMMs fail to recapitulate the mutation burden of human carcinomas. GEMMs have startlingly low overall mutation rates, far below what is observed in their human counterparts. This makes such models useful for studies of oncogenic signaling pathways, but greatly restricts their utility for studies of genetic heterogeneity and clonal variation, tumor immunology, or the impact of mutational load/base substitution rates on tumor behavior and response to therapy. The latter has become particularly relevant with the advent of immune checkpoint therapies, given that the best predictor of treatment success is a high incidence of somatic mutations, irrespective of tumor type. The same limitations are likely to be encountered with GEMMs based on newer genome-editing methods, pointing to the need for alternative approaches to optimize with respect to mutational load, which we now know defines so many aspects of tumor biology, clinical behavior and treatment response. In this project, submitted in response to PAR-17-245 “Research Projects to Enhance Applicability of Mammalian Models for Translational Research”, we propose to generate and characterize the first mouse cancer models based on polymerase-driven ultramutation. These approaches will 1) catalyze modelling of any cancer driven by POLE ultramutagenesis and 2) permit efficient “humanization” of any GEMM with respect to mutational load. Our approach represents a new and widely-applicable route to the creation of mouse models that recapitulate the mutational loads inherent to human cancer. These new genetic tools and the diverse animal models they will enable will stimulate a wide range of translational and preclinical investigations for which GEMMs were previously not well-suited, thus fulfilling the goals of PAR-17-245.",2019-02-01T12:02:00Z,2025-01-31T12:01:00Z,PAR-17-245,nofo_PAR-17-245,UT SOUTHWESTERN MEDICAL CENTER,DALLAS,TX,UNITED STATES,omf
R01CA239235,Definition of Immune Infiltrate Phenotype and DNA Damage Response Deficits Across Diverse Murine Mammary Carcinomas,"Abstract While major strides have been made in cancer treatment, the challenge remains to determine which patients will benefit most from a therapeutic regimen, which is the ultimate goal of personalized medicine. The key to choosing the most effective therapy for a given cancer is understanding the biological basis for differential outcomes and intrinsic sensitivity to cancer therapies. Almost all cancers are treated with cytotoxic chemotherapy and radiation therapy but the emerging clinical success of immunoncology (IO) drugs whose success is predicated on the biology of the immune infiltrate requires new tactics to model optimal combinations. As cytotoxic therapy is a critical component of cancer patient treatment, mammalian models that represent a range of DNA damage response deficits (DDRD), and hence sensitivity to different agents, would improve translational research. Likewise, the multiple mechanisms by which cancer evades the anti- tumor immunity need to be represented in translational research. Lack of diversity in most current preclinical models limits their applicability as a platform for systemic evaluation of these aspects of tumor biology. Given the range of IO approaches and the diversity of DDRD, a critical unmet translational requirement is a model system in which both the tumor DDRD and the immune infiltrate is defined so that combinations can be readily studied. We propose to use murine tumor derived transplants (mTDT) of Trp53 null mammary carcinomas that we have generated and characterized in regard to heterogeneity, relevance to human cancer, and reproducibility to credential the DDR deficits of these syngeneic carcinomas and to evaluate corresponding baseline immune cell infiltrates. We will implement multiplex analysis of tumor and immune features and correlate them with tumor response to radiation, a canonical DNA damaging therapy and arguably the most widely used cytotoxic therapy. The product of these studies is directly responsive to the FOA consisting of a protocol for standardized implementation of this model, comprehensive analysis of tumor types, and repository of specimens, data, and viable tissue. The success of this project will provide a means to conduct mechanistic and translational studies using defined tumor DDRD and immune infiltrate composition for developing patient- specific personalized therapy to IO and cytotoxic therapies.",2019-04-01T12:04:00Z,2024-03-31T12:03:00Z,PAR-17-245,nofo_PAR-17-245,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,omf
R01CA239701,Admixture analysis of acute lymphoblastic leukemia in African American children: the ADMIRAL Study,"Modified Project Summary/Abstract Section Abstract Children with substantial African ancestry have long been known to have half or less the rate of B-cell acute lymphoblastic leukemia (B-ALL) than do children with other continental ancestries. This is true both in international comparisons of rates of ALL in African nations to those elsewhere, and in comparing rate of B-ALL in African-American (AA) children to that in European-American (EA) children in the United States. The inverse association of African ancestry with incidence of B-ALL is independent of established perinatal risk factors for the disease. Moreover, AA children have lower incidence despite having greater exposure to many putatively causal environmental risk factors for B-ALL than do EA children. Common genetic variants established by genomewide association studies incompletely explain the deficit of B-ALL in AA children, suggesting undiscovered contributing genetic factors may be detected by admixture mapping. We have assembled existing DNA samples and data for 930 B-ALL patients with AA ancestry and will additionally accrue ~590 over the life of the project. We will conduct admixture mapping in the assembled group of patients to detect new genetic loci and new variants at established loci associated with occurrence of B-ALL. In addition, we will examine admixture in association with clinical characteristics at diagnosis and survival. Candidate genes/variants will be functionally evaluated through both in silico and in vitro techniques. The proposed research will potentially answer a long- standing mystery by revealing critical genes or loci that explain the comparative deficit of B-ALL in AA compared to EA children. In addition, we may uncover genes or variants associated with the worse characteristics at presentation in AA patients as well as with worse survival, which will indicate avenues for improving outcome among AA children.",2020-08-01T12:08:00Z,2025-07-31T12:07:00Z,PA-19-056;PA-20-272;PA-21-071,award_R01CA239701,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,UNITED STATES,admiral
R01CA243456,Radiogenomic Credentialing of Head and Neck Cancer Models,"Abstract Head and neck squamous cell carcinomas (HNSCC) are aggressive neoplasms that result in debilitating changes in speech, appearance, and quality of life in humans. Response rates in HNSCC patients have remained relatively unchanged over the years, especially in patients with human papillomavirus (HPV) negative HNSCC highlighting the critical need for novel strategies to meet the therapeutic needs of this patient population. As recognized by PAR-17-245, a critical step in discovering novel therapies for HNSCC patients is the development of tumor models that can reliably recapitulate human disease biology, heterogeneity and therapeutic response. The overall goal of this application is to validate and credential a panel of patient- derived and immunocompetent models of HNSCC. Systematic and in-depth comparison of histopathologic, genomic, and therapeutic response profiles will be performed across multiple preclinical platforms in vitro (organoids) and in vivo (allografts/xenografts). Paired in vitro and in vivo models across these platforms will be used to assess their response to standard of care chemoradiation and immune checkpoint blockade. The models will also be used to screen the activity of novel and FDA-approved agents (‘drug repurposing’) targeting critical pathways implicated in the pathogenesis of HNSCC. The application builds on an existing collaboration between several investigators at Roswell Park Comprehensive Cancer Center with extensive experience and expertise in mammalian models, head and neck cancer, cancer imaging, tumor immunology, genomics, bioinformatics and cancer therapeutics. The project will employ innovative multimodal functional imaging methods to better define and enhance the true translational utility of mammalian models. The proposal will establish a robust panel of credentialed mammalian models of HNSCC and enable development of an integrated preclinical pipeline to assess efficacy of novel therapeutics, identify resistance mechanisms and enable biomarker discovery in HNSCC.",2020-12-01T12:12:00Z,2025-11-30T12:11:00Z,PAR-17-245,nofo_PAR-17-245,ROSWELL PARK CANCER INSTITUTE CORP,BUFFALO,NY,UNITED STATES,omf
R01CA243555,Development of Advanced Preclinical Models for Pediatric Solid Tumors,"PROJECT SUMMARY Pediatric solid tumors are a rare and highly heterogeneous collection of cancers. For many subtypes, progress in defining novel therapies has stalled over the last 10-20 years. Indeed, for most of these tumors chemotherapy continues to be the primary form of treatment and targeted therapies are not available. This lack of progress is likely due at least in part to the difficulty in developing clinical trials for individual histologic subtypes given their rarity. An alternative is to develop a robust preclinical testing program. Currently, such programs are limited by the lack of well-credentialed models that incorporate the most advanced technologies for genomic and functional characterization and do to the lack of good models for therapy-resistant and metastatic disease. Here we bring together two PIs with complimentary expertise to develop new approaches for validation and preclinical use of pediatric solid tumor animal models. Our focus is on the use of patient- derived xenografts for three most common histotypes: osteosarcoma, ewing sarcoma and rhabdomyosarcoma. PDX models are particularly well suited for studying highly heterogeneous tumors such as pediatric solid tumors. In Aim 1, we will develop novel advance PDX models that incorporate two key innovations: i) utilization of CRISPR/CAS9 technology for genetic interrogation and ii) autologous and allogeneic approaches for development of PDX models with a human immune system (hu-PDX). In Aim 2, we will develop novel computational tools to assess the similarity of PDX models to their tumor of origin and to evaluate human- mouse and mouse-mouse evolution which may impact clinical relevance. We will work closely with members of the Oncology Models Forum to develop scoring systems to assess this similarity and make these tools widely available to the modeling community. In Aim 3, we will evaluate intratumor heterogeneity during human-mouse and mouse-mouse evolution of PDX models using single cell RNAseq. We expect that the tools and models developed here will be widely applicable to other PDX models and that the specific models we develop will help facilitate preclinical research. We will make all tools and models widely accessible to the research community.",2020-03-05T12:03:00Z,2025-02-28T12:02:00Z,PAR-17-245,nofo_PAR-17-245,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,omf
R01CA244327,Novel Transgenic Mouse Models Addressing Outstanding Translational Barriers in Antibody-Based Therapeutics,"ABSTRACT Monoclonal antibodies have played a pivotal role in the diagnosis and treatment of cancer for nearly two decades and continue to grow at an exponential pace. Initially developed for their exceptional ability to target tumor antigens and elicit antibody-dependent cellular cytotoxicity (ADCC), they have more recently been used to modulate a patient’s immune system for anti-cancer immunotherapy. While the generation and development of antibodies targeting various cell surface proteins has rapidly progressed, appropriate model systems for pre- clinical testing of such therapeutics has lagged. This is because human antibodies i) don’t fully engage murine or non-human primate Fc receptors (FcγRs), ii) are foreign proteins that are rapidly rejected in allogeneic hosts and iii) are often inappropriately tested in immunodeficient xenograft models lacking adaptive immune cells or homologous FcγR. Thus, our studies have focused on the generation and testing of clinically relevant models to better understand the in vivo activity of diagnostic and therapeutic antibodies. The current proposal aims to now generate and fully characterize novel murine models that allow better preclinical testing of human antibodies by engineering our previously developed humanized FcγR mouse strains to express human FcRn and IgG1. Expression of human FcRn will allow more accurate pharmacokinetic analysis of human antibodies and assessment of methods aimed at generating antibodies with extended in vivo half-life. By replacing the mouse heavy chain with the constant regions of human IgG1, this model will also allow chronic administration of human IgG-based therapeutics without developing anti-drug antibody responses. By addressing two major hurdles in the field of antibody therapeutics, these models will allow more rapid and efficient pre-clinical toxicology testing and potentially uncover novel mechanisms of Fc-engineered antibodies. Additionally, given the growing interest in immunotherapy, having an immunocompetent model provides an additional advantage over current xenograft models. Finally, as recent data suggest an important role for Fc-FcγR in radiolabeled antibody diagnostics, these models will provide a clinically relevant model to help improve the development and testing of innovative antibody-based molecules for the in vivo detection and localization of neoplasms.",2020-07-07T12:07:00Z,2025-06-30T12:06:00Z,PAR-17-245,nofo_PAR-17-245,ROCKEFELLER UNIVERSITY,NEW YORK,NY,UNITED STATES,omf
R01CA246653,Mouse models of Kras-mutant colorectal cancer,"Project Summary/Abstract Colorectal cancer (CRC) kills more than 50,000 Americans each year. Fluorouracil-based therapy remains the standard of care and there have been no targeted therapies approved for use in CRC in the past half decade. Mutational activation of the KRAS oncogene – which occurs more than in 40% of cases – is a major source of intrinsic and acquired resistance to both conventional and targeted therapies in CRC. Since there are no effective therapies that directly or indirectly target K-Ras or its downstream effector pathways, KRAS mutation is the single greatest barrier to medical treatment for CRC. Large scale sequencing of cancer genomes has revealed that, among those 40% of CRCs that express mutant K-Ras, the diversity of KRAS alleles is greater than in any other type of cancer. Epidemiological studies demonstrate that survival and response to therapy varies depending on the KRAS genotype of the patient's cancer, suggesting that different mutant forms of the K-Ras oncoprotein could exhibit distinct oncogenic properties. Experimental validation of allele-specific behaviors has never been achieved, however. We will use primary human and mouse organoids and genetically engineered mouse models to address three key questions relating to K-Ras oncogenicity: (1) Are different mutant forms of K-Ras equivalent in their ability to promote colorectal cancer initiation and progression? (2) Are genetic interactions between KRAS and other genes allele-specific? (3) How do mutant forms of K-Ras influence the tumor microenvironment in a non-cell- autonomous manner to promote cancer progression? The ultimate goal of this work is to decipher the “KRAS Allele Code” in order to identify therapeutic strategies that are effective for cancers expressing specific K-Ras mutants. Precision medicine, where a physician tailors a patient's therapy to the genes that are mutated in his/her cancer, requires this level of understanding, especially for mutant oncoprotein that, like K-Ras, cannot be targeted with direct inhibitors.",2020-07-01T12:07:00Z,2025-06-30T12:06:00Z,PAR-17-245,nofo_PAR-17-245,DANA-FARBER CANCER INST,BOSTON,MA,UNITED STATES,omf
R01CA246722,Myeloid cells and radiation-induced memory deficits in rodent glioma model: sex and age effects,"Project Summary/Abstract Ionizing irradiation is commonly used to treat both primary and metastatic brain tumors and can cause a number of late effects including progressive cognitive dysfunction. These cognitive changes are particularly severe in individuals who were treated with radiation during childhood. The extent and nature of the resulting cognitive deficits may be influenced by age, treatment and gender . The neurobiological reason for this difference is unknown, and very few experimental studies have addressed this issue. Ionizing radiation in rodents has been consistently shown to activate several neuroinflammatory signaling cascades that can impact multiple neural processes and synaptic transmission, ultimately disrupting hippocampal function. Neuroinflammation, characterized by activation of brain resident microglia and recruitment of peripherally derived monocytes (collectively referred to as `myeloid cells'), has been consistently associated with the loss of cognitive function in mice after radiation. There are still no treatments for preventing or treating radiation-induced cognitive dysfunction. Despite the extensive clinical evidence linking fractionated brain irradiation with cognitive deficits, there are still unanswered gaps in the biologic basis of this observation: the mechanism/s by which activation of the inflammatory response affect cognitive function, and the effect of age and sex. Furthermore, there are no pre-clinical models that recapitulate the features of the most common clinical scenario: patients with central nervous system (CNS) tumors. Our final therapeutic goal is to prevent and treat the cognitive changes observed after fractionated whole-brain irradiation (fWBI) injury. We hypothesize that changes in the composition and function of myeloid cells following brain irradiation can both prevent and rescue cognitive deficits through durable effects on synapses. The translational objective of this proposal is to demonstrate that resetting the immune system by brief microglia depletion prevents the long-term development of memory deficits in a brain tumor model designed to mimic conventional treatment paradigms used in clinical settings. The specific aims in support of our hypothesis are: 1. Establish the effects of fWBI on memory and synaptic composition as a function of age and sex in an immunocompetent mouse glioma model. 2. Determine the role of myeloid cells in the development of fWBI-induced memory deficits. 3. Evaluate the role of myeloid cells as a mechanistic driver of the permanent memory deficits after fWBI. Very little is known in regard to the evolution of radiation induced pathophysiology in the context of peripherally derived macrophage accumulation or inflammation, and how this relates to altered synaptic and cognitive function. Our final therapeutic goal is to modify the cognitive changes observed after radiation injury.",2020-07-01T12:07:00Z,2025-06-30T12:06:00Z,PAR-17-245,nofo_PAR-17-245,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,omf
R01CA247905,Modeling the Glioblastoma Microenvironment to Uncover Progression Mechanisms and Therapeutic Targets,"In nearly all forms of human cancer, the development of necrosis is tightly linked with malignant progression. Whether necrosis accelerates progression or is largely passive remains an open question, yet modeling these events to establish mechanisms and therapeutic vulnerabilities in animals has been challenging. In glioblastoma (GBM; WHO grade IV), the most malignant primary brain tumor, the rapid, radial growth phase that leads quickly to death is consistently preceded by the development of central necrosis. While genetic alterations of GBM are known in great detail, the biological properties that result from their acquisition and lead to this accelerated growth phase require deeper investigation. The tumor microenvironment (TME) changes dramatically following the onset of necrosis, from a sheet-like growth of infiltrating cells with relatively constant growth properties to a highly complex and evolving 3-D microsystem composed of diverse cell types and spatially segregated signaling networks. To better understand the dynamic temporal and spatial changes that promote progression, we propose to advance mouse models that closely parallel these events in human gliomas, since many mouse models of GBM lack necrosis. We developed a novel method to induce focal necrosis within high grade gliomas in vivo and will study TME restructuring and its impact on glioma growth in real time using multiphoton microscopy. As translational applications, we will demonstrate how hypoxia and necrosis promote the enrichment of glioma stem cells (GSCs) in their peri-necrotic niche and lead to the dramatic influx of tumor-associated macrophages (TAMs), which increase in number over 10-fold in the human disease. We propose both genetically characterized patient-derived GBM xenografts grown in mice with humanized immune cells, as well as an immunocompetent RCAS/tv-a model, and will determine how antagonizing these processes impact disease progression and outcomes. Our preliminary data and the literature indicate substantial differences between pre-necrotic and necrotic gliomas with regard to GSC and TAM enrichment and their impact on biological properties, but the mechanisms and evolution have not been studied in depth, in large part due to the absence of a credible animal model. Our model will capture glioma growth dynamics, GSC enrichment, and TAM influx, and facilitate the development of therapies that antagonize these mechanisms to improve outcomes.",2020-05-01T12:05:00Z,2025-04-30T12:04:00Z,PAR-17-245,nofo_PAR-17-245,NORTHWESTERN UNIVERSITY AT CHICAGO,CHICAGO,IL,UNITED STATES,omf
R01CA247970,"A Novel Adenoviral-Permissive, Immunocompetent Hamster Model to Evaluate Oncolytic Adenoviral Therapy for Glioblastoma","Despite oncolytic adenoviruses emerging as promising new therapeutics for patients with glioblastoma (GBM), there are no translational mammalian models in an immune competent animal that are permissive to adenoviral infection and that allow for integration of both the oncolytic and immune effects of these viruses. The overall objectives of this proposal are to develop and characterize a Golden hamster model of GBM that addresses the limitations of existing murine models with respect to pre-clinical testing of oncolytic adenoviral therapy. The central hypothesis is that hamster GBM models will provide reliable pre-clinical data to decipher oncolytic adenoviral therapeutic mechanisms and to evaluate preclinical strategies for translation to patients. The rationale for the proposed research is that understanding the interactions between viral oncolysis and the immune system will uncover mechanisms of therapeutic efficacy, identify which patients might respond best, and reveal new combinatorial therapeutic approaches. The central hypothesis will be tested in three specific aims: 1) Develop hamster glioma stem cell (hamGSC) lines that reflect common molecular alteration in human glioma, 2) Characterize the hamster immune response to oncolytic adenovirus, and 3) Evaluate the effects of pharmacological manipulation of the immune system on the efficacy of Delta-24-RGD. In Aim 1, CRISPR gene targeting will be used to create hamGSC lines driven by specific driver alterations to reflect human GBM molecular subtypes. In Aim 2, the immune response to oncolytic adenovirus will be characterized. Using T-cell depletions strategies, the contributions of immune effector cells to oncolytic virus efficacy and long-term immune memory and the impacts of pre-existing exposure to adenovirus will be evaluated. Aim 3 will evaluate the effects of immune function via either corticosteroids or immune checkpoint inhibitors on oncolytic adenovirus therapeutic efficacy. Collectively, the studies proposed in this application will result in the development and characterization of a novel mammalian model for translational evaluation of oncolytic adenovirus in the treatment of GBM. This contribution is significant because it will overcome many limitations of mouse glioma models and for the first time provide a platform for pre-clinical studies to evaluate the efficacy and mechanisms of oncolytic adenoviral therapy against GBM. The proposed research is innovative because this is the first hamster glioma model that is intracranial, immune competent, and adenoviral replication permissive. This represents a distinct advantage over traditional murine models, particularly in the setting of evaluating immune-modulating therapies such as oncolytic adenoviral therapy.",2020-04-01T12:04:00Z,2025-03-31T12:03:00Z,PAR-17-245,nofo_PAR-17-245,UNIVERSITY OF TX MD ANDERSON CAN CTR,HOUSTON,TX,UNITED STATES,omf
R01CA248277,"Advancing Precision Oncology in a Humanized, Fully Autologous Mouse Model","Progress in the early detection and treatment of cancer requires accurate model systems to further evaluate new, promising discoveries. Small animal, and in particular mouse, model systems are attractive to researchers for numerous reasons, including their ease of use and well-described platforms. Immunotherapy has revolutionized clinical oncology, but lacks pre-clinical models of the human immune system and human cancer to investigate new modalities and limitations/toxicities of treatment regimens. The ability to grow human tumors in immune-deficient mice (so-called patient-derived xenografts, or PDXs) allows researchers to work directly with human cancer tissue in a controlled setting. However, PDX models are limited by their lack of an intact immune system. The broad objective of this proposal is to validate an in vivo model to evaluate human tumors in the context of a complete and intact human immune system in a completely personalized and autologous fashion to study cancer immunotherapy. Herein, we propose to: (1) validate the ability of our humanized system to serve as a model for cancer immunotherapy treatment response and toxicity in patients with melanoma, including immunotherapy checkpoint blockade and vaccine strategies, and to (2) extend our current work in melanoma by validating the ability to establish humanized mice and evaluate tumor growth and leukocyte development in autologous human pancreatic and colorectal tumors established in humanized mice. In each of these areas, we will leverage our multi-institutional team's individual expertise along with our institutional infrastructure to maximize the success of the experimental aims. The results from this project will made widely available to the general research community for future, hypothesis-driven research. Taken together, the studies described in this research proposal will meet multiple goals and address several unmet needs identified in this grant opportunity, thus significantly enhancing the applicability of a fully autologous and immunocompetent precision model system for use in translational oncology research.",2020-03-01T12:03:00Z,2025-02-28T12:02:00Z,PAR-17-245,nofo_PAR-17-245,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,UNITED STATES,omf
R01CA248280,Rapid ex vivo biosensor cultures to assess dependencies in gastroesophageal cancer,"The ability to predict dependencies given the molecular features of a patient’s tumor is central to cancer precision medicine. The systematic use of CRISPR/Cas9 and pharmacologic tools in established cancer models is showing great potential to discover new targets. However, existing model development approaches require long periods of culture time during which evolutionary pressures reduce heterogeneity. And, it remains challenging to create long-term models for certain tumor types and genotypes, making it challenging to use perturbational tools to experimentally map dependencies. To address these challenges, our overarching goal is to develop ‘rapid ex vivo tumor biosensors’ whereby we would be able to interrogate cancer dependencies in an immediate short-term ‘culture’ of cancer cells taken from a patient biopsy/surgery/fluid collection as a novel research-grade experimental model of cancer. In doing so, we aim to couple the timing of drug or CRISPR/Cas9 perturbation with the preservation of subcellular heterogeneity. If successful, we hypothesize that this modelling approach will more accurately recapitulate patient tumors and may ultimately serve as a stronger foundation for preclinical therapeutic studies. This work should also substantially expand the fraction of patient samples that can be interrogated. Here, we propose using gastroesophageal adenocarcinoma (GEA) as a test case for this strategy due to our experience as well as the existence of marked intra-tumor heterogeneity. However, once established, this novel modeling platform should enable a wide range of basic and translational questions (both for GEA and other tumors) that require model formats that include heterogeneous cell populations. Our goal will be achieved via two Specific Aims including (1) using patient-derived organoids created on rapid time frames for CRISPR/Cas9 editing to validate emerging GEA dependencies; and (2) developing the ability to directly visualize and perturb single cells from matching patient ascites fluid or disaggregated primary tumors ex vivo using label-free imaging methods. We will benchmark these approaches against each other using the same clinically annotated, serially collected patient samples. In following the instructions for this RFP, we focus on technology-development focused goals as opposed to deeper mechanistic studies. We focus on benchmarking predictions and assessing reproducibility, sensitivity and specificity. This work is innovative, in that it brings together expertise at the intersection of functional genomics, advanced computational approaches for image-analysis and GEA genomics. If successful, this effort could have significant impact by establishing a foundation to expand this approach to other disease (tumor and non-cancer) indications.",2020-04-01T12:04:00Z,2025-03-31T12:03:00Z,PAR-17-245,nofo_PAR-17-245,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,UNITED STATES,omf
R01CA251141,New mouse model of cisplatin-induced AKI and development of prevention therapy,"SUMMARY Cisplatin is among the most widely used drugs against solid tumors, but it can cause severe damage of renal tubulointerstitial tissues, manifesting itself pathologically in the form of glomerular filtration rate reduction, hype- ruricemia, hypokalemia, and accelerated secondary glomerulosclerosis and glomerular ischemia. The end re- sult is acute kidney injury (AKI). Cisplatin induces AKI, which afflicts 25% of cisplatin-treated cancer patients worldwide. With few exceptions, there is no effective preventive or post-exposure therapy for cisplatin-induced AKI (C-AKI). Oxidative stress and mitochondrial damage are drivers of AKI-associated pathology; however, the molecular pathways that mediate these events are poorly defined. Using murine C-AKI model kidney and bi- opsy samples from C-AKI patients, we have recently found that both oxidative stress and mitochondrial dam- age are associated with upregulation of renal apurinic/apyrimidinic endonuclease 2 (APE2). In preliminary ex- periments, we discovered that cisplatin exposure in vivo increases expression of APE2 in mice and inhibits the action of the protein myosin heavy chain 9 (MYH9), a key regulatory molecule of kidney function. These altera- tions translate into impact on tubulointerstitial tissue. Our overall working hypothesis is that cisplatin alters kidney APE2 signaling, leading to inhibition of MYH9 with concomitant tubulointerstitial damage. Here we pro- pose to more precisely illuminate the target role of APE2 in AKI development, and specifically hypothesize (i) that highly expressed APE2 affects mtDNA integrity and MYH9/actin intermediate mitochondrial fission and (ii) that this in turn promotes renal injury by triggering cell-death pathways. To address these dual issues, we propose using APE2 transgenic and knockout (KO) mouse models to pursue the two Specific Aims detailed below. In Aim 1, we will validate a genetically engineered murine model of APE2 with direct clinical relevance to C-AKI. We will comprehensively define the APE2 mouse phenotype and compare it with that of the C-AKI mouse model and the human C-AKI signature with respect to pathophysiological features at the molecular level using whole genomic, transcriptional, and immunomic approaches. We will define the binding site of APE2/MYH9 and its functional significance for further translational studies. In Aim 2, we will conduct proof-of- concept studies on APE2 targeted therapy for prevention of C-AKI. Additionally, we will define a novel targeted therapy to prevent nephrotoxicity by delivering APE2 gapmer antisense oligonucleotides or small-molecule in- hibitors to selectively suppress APE2 expression in proximal tubule cells in APE2 transgenic and C-AKI mice. Impact: Accomplishing these Specific Aims will be the first step toward constructing a temporal-mechanistic map of events that occur upon cisplatin exposure and translate into tubulointerstitial nephritis and may ulti- mately enable development of novel targeted therapy for AKI disease.",2021-08-01T12:08:00Z,2026-07-31T12:07:00Z,PAR-20-131,nofo_PAR-20-131,CLEVELAND CLINIC LERNER COM-CWRU,CLEVELAND,OH,UNITED STATES,omf
R01CA251393,Lentiviral-Induced Swine Model of Spinal Cord Glioma,"PROJECT SUMMARY High-grade Spinal Cord Glioma (SCG) is an orphan disease that results in significant morbidity and mortality, with no effective treatment options available. Despite significant advances in our knowledge of the disease process, there have unfortunately been limited changes to the clinical outcomes. In part, this represents the malignant nature of a disease that is refractory to the standard of care. On the other hand, this raises the question of the translational value of existing preclinical animal models, especially from a surgical standpoint – where widely scalable large animal models of SCG were previously unavailable. To this end, the Boulis and Canoll laboratories partnered to begin addressing this gap in the field by developing a minipig SCG model. Through lentiviral targeting of the well implicated RTK/RAS/PI3K and p53 pathways, our preliminary data demonstrates the induction of high-grade astrocytoma with histopathologic, radiologic, and transcriptomic characterization in 100% of minipigs. Consequently, we posit that the next steps to advancement of this model system are to modulate tumor phenotype and to demonstrate its utility in a directly translatable surgical application. In the enclosed proposal, we will begin by evaluating the induction of SCG by targeting common genetic lesions implicated in the human disease including PDGFB, P53, CDKN2A, EGFR, and PTEN (AIM 1). This represents the opportunity to produce highly characterized SCG lesions for therapeutic testing in an immunocompetent, more anatomically relevant, large animal model. In parallel, we will apply our existing minipig SCG model (AIM 2) to perform the first intra-tumoral convection enhanced delivery (CED) study for SCG in a large animal. Rodent studies of chemotherapeutic CED for SCG have reported suppression of tumor growth and amelioration of neurologic deficits. However, these data cannot be readily scaled for translation due to anatomic limitations of rodent systems. Despite an ongoing Phase I human trial for CED in SCG, drug distribution and CED parameters are poorly understood. Indeed, failures of CED in human trials for intracranial glioma can be attributed to both ineffective drug distribution and single treatments. As such, our study will employ implanted pumps for prolonged intratumoral CED. We will investigate parameters (flow rate, volume of infusion) to evaluate optimal readouts (volume of distribution, reflux, safety, radiologic vs chemotherapeutic distribution). These data will have immediate translational impact on present and future trials.",2021-06-01T12:06:00Z,2026-05-31T12:05:00Z,PAR-20-131,nofo_PAR-20-131,EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,omf
R01CA251928,Improving hepatocellular carcinoma mouse modeling by understanding the malignant potential and biology of liver cell subpopulations,"PROJECT SUMMARY Hepatocellular carcinoma (HCC) is the fastest growing cause of cancer-related death in the United States and one of the leading causes of death in patients with cirrhosis – the end result of any chronic liver injury. HCC is difficult to treat and outcomes have barely improved over the last 30 years, with 5-year survival under 20% and an incidence-to-mortality ratio near 1. Innovative strategies for detection, prevention, and treatment for HCC are desperately needed, the development of which will depend heavily on mouse models of liver cancer. The current models are inadequate because they do not take into account the cells of origin, which will likely have a significant impact on tumor initiation, maintenance, and therapeutic vulnerabilities. While the liver is appreciated for being a central metabolic hub and for its astounding regenerative capacity, cellular heterogeneity in the liver is mostly unexplored. Along the portal to central axis within the hepatic lobule, profound differences in gene expression, metabolism, hypoxia, and ploidy are observed. Whether or not these differences reflect differences in neoplastic potential, and whether or not they influence metabolic disease or carcinogenesis, is unclear. In recent years, there has been intense controversy about whether or not there is a liver stem/progenitor cell. To compound these debates, the injury assays used to drive HCC development often do not model common etiologies such as non- alcoholic steatohepatitis (NASH), which is emerging as the most common cause of cirrhosis in the U.S. We posit that a critical problem for HCC modeling is a lack of understanding of how different cell types contribute to cancer in the context of clinically relevant injuries. We believe that identifying the specific cellular subtypes that give rise to HCC and then being able to genetically perturb these cells is critical for us to better model HCC. Unfortunately, the field does not have mouse reagents to manipulate much of the heterogeneity in the liver. To address this, my lab has optimized CRISPR genome-editing methods to rapidly generate lineage tracing mice. Nine new CreER knock-in models that label different zone-specific and progenitor populations have been produced, effectively quadrupling the number of CreER lines available to our field. We will use these tools to trace and genetically manipulate cell types in a systematic fashion in order to identify the most important regenerative cell populations (Aim 1) and the HCC cell(s) of origin (Aim 2) in the context of clinically-relevant chemical and nutritional injuries. We will then ask if cell type specific gene manipulation of common HCC driver genes will help to uncover different transformation competencies between hepatocyte subpopulations (Aim 3). Success in this project will provide the community with a large panel of important CreER tools, allow the field to focus on important subpopulations that are more likely to transform, and reveal pathways that control tumor development in these cells.",2020-06-01T12:06:00Z,2025-05-31T12:05:00Z,PAR-17-245,nofo_PAR-17-245,UT SOUTHWESTERN MEDICAL CENTER,DALLAS,TX,UNITED STATES,omf
